Category,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Country,Switzerland,CHE,21,21,22.5,23,23,23,25,25,25,25,28.5,28.5,29,29,28.5,29,31,31,32,32,32.5,32.5,41.5,41.5
Country,Syrian Arab Republic,SYR,9.6,9.6,10.4,10.4,10.4,10.4,12,12,12,12,12,12.4,12.4,12.4,12.4,12,12,12,12.4,13.2,13.2,13.2,13.2,11.2
Country,Tajikistan,TJK,2.762430939,2.762430939,2.762430939,15,12.6984127,12.6984127,12.6984127,12.6984127,17.46031746,17.46031746,17.46031746,17.46031746,17.46031746,19.04761905,19.04761905,19.04761905,19.04761905,16.94915254,19.04761905,19.04761905,19.04761905,19.04761905,19.04761905,23.80952381
Country,Tanzania,TZA,17.45454545,17.45454545,16.36363636,..,22.26277372,22.26277372,21.3559322,21.3559322,30.40752351,30.40752351,30.40752351,30.40752351,30.6501548,..,36,36,36,36,36,36.55913978,37.17948718,37.17948718,36.8956743,36.8956743
Country,Thailand,THA,5.597964377,5.597964377,5.597964377,4.812834225,9.2,9.2,9.2,8.830022075,10.6,8.67768595,11.74004193,11.66666667,13.3192389,13.3192389,15.8,15.8,15.8,6.091370558,6.091370558,6.091370558,4.8,5.284552846,16.2,15.74642127
Country,Timor-Leste,TLS,..,..,..,..,..,26.13636364,26.13636364,25.28735632,25.28735632,25.28735632,29.23076923,29.23076923,29.23076923,29.23076923,32.30769231,38.46153846,38.46153846,38.46153846,38.46153846,38.46153846,32.30769231,33.84615385,38.46153846,38.46153846
Country,Togo,TGO,1.234567901,1.234567901,..,4.938271605,4.938271605,4.938271605,7.407407407,6.172839506,7.407407407,8.641975309,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,15.38461538,17.58241758,17.58241758,17.58241758,17.58241758,17.58241758,16.48351648,18.68131868
Country,Tonga,TON,0,0,..,0,0,..,0,0,3.448275862,3.333333333,3.333333333,3.125,3.125,0,3.571428571,3.571428571,3.571428571,0,0,0,7.692307692,7.407407407,7.407407407,7.407407407
Country,Trinidad and Tobago,TTO,11.11111111,11.11111111,11.11111111,..,11.11111111,19.44444444,19.44444444,19.44444444,19.44444444,19.44444444,26.82926829,26.82926829,26.82926829,28.57142857,28.57142857,28.57142857,28.57142857,28.57142857,30.95238095,30.95238095,30.95238095,30.95238095,30.95238095,26.19047619
Country,Tunisia,TUN,6.748466258,7.36196319,11.53846154,11.53846154,11.53846154,11.53846154,11.53846154,22.75132275,22.75132275,22.75132275,22.75132275,22.75132275,27.57009346,27.57009346,26.7281106,26.7281106,26.7281106,31.33640553,31.33640553,31.33640553,31.33640553,31.33640553,22.58064516,24.88479263
Country,Turkey,TUR,2.363636364,2.363636364,4.181818182,4.181818182,4.181818182,..,4.363636364,4.363636364,4.363636364,4.363636364,9.107468124,9.107468124,9.107468124,9.107468124,14.18181818,14.18181818,14.41605839,14.41605839,14.90909091,14.90909091,14.571949,17.44966443,17.44966443,17.31748727
Country,Turkmenistan,TKM,18,18,..,26,26,26,26,..,16,16,16,..,16.8,16.8,16.8,16.8,16.8,26.4,25.80645161,25.80645161,25.80645161,24.8,25,25
Country,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Tuvalu,TUV,8.333333333,..,0,0,0,..,0,0,0,0,0,0,0,0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.25,6.25
Country,Uganda,UGA,18.11594203,18.11594203,17.92114695,17.79359431,24.67105263,24.67105263,24.67105263,23.93442623,23.93442623,29.81927711,30.72289157,30.72289157,31.48148148,31.28834356,34.97409326,34.97409326,34.97409326,34.97409326,34.97409326,33.48946136,34.29844098,34.29844098,34.8583878,34.8583878
Country,Ukraine,UKR,3.777777778,..,7.777777778,7.777777778,7.777777778,..,5.333333333,5.333333333,5.333333333,8.666666667,8.222222222,8.222222222,8,8,8,9.438202247,9.438202247,11.66666667,12.08530806,12.01923077,12.29314421,12.29314421,20.51886792,20.80378251
Country,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,5,22.5,22.5,22.5,22.5,17.5,17.5,17.5,17.5,22.5,22.5,22.5,22.5,50,50
Country,United Kingdom,GBR,18.20940819,18.20940819,18.36115326,18.36115326,17.90591806,17.90591806,17.90591806,18.05766313,19.65944272,19.65944272,19.50464396,19.50464396,19.50464396,22,22.30769231,22.46153846,22.46153846,22.61538462,29.38461538,29.58397535,32,32.15384615,32,33.84615385
Country,United States,USA,11.72413793,11.72413793,13.33333333,..,14.02298851,13.79310345,14.25287356,14.94252874,15.17241379,16.32183908,16.7816092,17.01149425,16.7816092,16.7816092,16.8202765,17.97235023,17.82407407,19.31034483,19.35483871,19.16859122,19.35483871,23.50230415,23.43387471,23.43387471
Country,Uruguay,URY,7.070707071,7.070707071,12.12121212,12.12121212,12.12121212,12.12121212,12.12121212,12.12121212,11.11111111,11.11111111,12.12121212,12.12121212,14.14141414,15.15151515,12.12121212,12.12121212,12.12121212,13.13131313,16.16161616,16.16161616,20.2020202,20.2020202,19.19191919,21.21212121
Country,Uzbekistan,UZB,6,6,..,7.2,7.2,7.2,7.2,17.5,17.5,17.5,17.5,17.5,22,22,22,22,22,22,16,16,16,16,16,32
Country,Vanuatu,VUT,..,..,0,0,0,1.923076923,1.923076923,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,3.846153846,1.923076923,0,0,0,0,0,0,0,0,0
Country,"Venezuela, RB",VEN,5.911330049,5.911330049,12.13592233,..,9.696969697,9.696969697,9.696969697,9.696969697,17.36526946,17.96407186,18.56287425,18.56287425,17.46987952,16.96969697,16.96969697,16.96969697,16.96969697,16.96969697,16.96969697,14.37125749,22.15568862,22.15568862,22.15568862,22.15568862
Country,Vietnam,VNM,26.22222222,26.22222222,26,26,26,27.30923695,27.30923695,27.30923695,27.30923695,27.30923695,25.76064909,25.76064909,25.76064909,25.76064909,24.4,24.4,24.4,24.29718876,24.29718876,26.72064777,26.72064777,26.72064777,26.72064777,26.72064777
Country,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,"Yemen, Rep.",YEM,..,0.664451827,0.664451827,0.664451827,0.668896321,0.668896321,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0.332225914,0,0,0,0,0.332225914,0.332225914
Country,Zambia,ZMB,9.677419355,10.25641026,10.12658228,10.12658228,10.12658228,12.02531646,12.02531646,12.02531646,12.65822785,14.64968153,15.18987342,15.18987342,14.01273885,14.01273885,11.46496815,11.46496815,11.46496815,10.75949367,12.65822785,17.96407186,17.96407186,17.96407186,17.96407186,16.76646707
Country,Zimbabwe,ZWE,14.66666667,14.66666667,14,9.333333333,10,10,10,10,16,16.66666667,16,15.23809524,14.95327103,14.95327103,14.95327103,14.95327103,31.48148148,31.48148148,31.48148148,31.48148148,32.57575758,31.48148148,31.85185185,31.85185185
